,tube_assembly_id,supplier,bracket_pricing,quantity,cost,component_id_1,quantity_1,component_id_2,quantity_2,component_id_3,quantity_3,material_id,diameter,wall,length,num_bends,bend_radius,end_a_2x,end_x_2x,end_a,end_x,year,month,day
45,TA-00024,S-0066,Yes,5,5.63366959154,C-0823,2.0,,0.0,,0.0,SP-0039,9.52,0.71,99.0,2,31.75,N,N,EF-008,EF-008,2013,8,944
46,TA-00024,S-0066,Yes,10,3.71961295994,C-0823,2.0,,0.0,,0.0,SP-0039,9.52,0.71,99.0,2,31.75,N,N,EF-008,EF-008,2013,8,944
47,TA-00024,S-0066,Yes,25,2.57340462823,C-0823,2.0,,0.0,,0.0,SP-0039,9.52,0.71,99.0,2,31.75,N,N,EF-008,EF-008,2013,8,944
48,TA-00024,S-0066,Yes,50,2.25624989567,C-0823,2.0,,0.0,,0.0,SP-0039,9.52,0.71,99.0,2,31.75,N,N,EF-008,EF-008,2013,8,944
49,TA-00024,S-0066,Yes,100,2.11436488374,C-0823,2.0,,0.0,,0.0,SP-0039,9.52,0.71,99.0,2,31.75,N,N,EF-008,EF-008,2013,8,944
50,TA-00024,S-0066,Yes,250,2.03090311201,C-0823,2.0,,0.0,,0.0,SP-0039,9.52,0.71,99.0,2,31.75,N,N,EF-008,EF-008,2013,8,944
51,TA-00025,S-0066,Yes,1,20.7819811599,C-0823,2.0,,0.0,,0.0,SP-0039,9.52,0.71,65.0,3,31.75,N,N,EF-008,EF-008,2013,8,944
52,TA-00025,S-0066,Yes,2,11.21726212,C-0823,2.0,,0.0,,0.0,SP-0039,9.52,0.71,65.0,3,31.75,N,N,EF-008,EF-008,2013,8,944
53,TA-00025,S-0066,Yes,5,5.47787428432,C-0823,2.0,,0.0,,0.0,SP-0039,9.52,0.71,65.0,3,31.75,N,N,EF-008,EF-008,2013,8,944
54,TA-00025,S-0066,Yes,10,3.56659971178,C-0823,2.0,,0.0,,0.0,SP-0039,9.52,0.71,65.0,3,31.75,N,N,EF-008,EF-008,2013,8,944
55,TA-00025,S-0066,Yes,25,2.41760932101,C-0823,2.0,,0.0,,0.0,SP-0039,9.52,0.71,65.0,3,31.75,N,N,EF-008,EF-008,2013,8,944
56,TA-00025,S-0066,Yes,50,2.10323664751,C-0823,2.0,,0.0,,0.0,SP-0039,9.52,0.71,65.0,3,31.75,N,N,EF-008,EF-008,2013,8,944
57,TA-00025,S-0066,Yes,100,1.96135163557,C-0823,2.0,,0.0,,0.0,SP-0039,9.52,0.71,65.0,3,31.75,N,N,EF-008,EF-008,2013,8,944
58,TA-00025,S-0066,Yes,250,1.87788986385,C-0823,2.0,,0.0,,0.0,SP-0039,9.52,0.71,65.0,3,31.75,N,N,EF-008,EF-008,2013,8,944
78,TA-00052,S-0066,Yes,1,29.5593774865,C-1536,2.0,C-1625,1.0,C-1632,1.0,SP-0029,25.4,1.65,96.0,1,63.5,N,N,EF-003,EF-003,2013,10,1005
79,TA-00052,S-0066,Yes,2,17.6994597241,C-1536,2.0,C-1625,1.0,C-1632,1.0,SP-0029,25.4,1.65,96.0,1,63.5,N,N,EF-003,EF-003,2013,10,1005
80,TA-00052,S-0066,Yes,5,10.5829526549,C-1536,2.0,C-1625,1.0,C-1632,1.0,SP-0029,25.4,1.65,96.0,1,63.5,N,N,EF-003,EF-003,2013,10,1005
81,TA-00052,S-0066,Yes,10,8.20985627883,C-1536,2.0,C-1625,1.0,C-1632,1.0,SP-0029,25.4,1.65,96.0,1,63.5,N,N,EF-003,EF-003,2013,10,1005
82,TA-00052,S-0066,Yes,25,6.78822410042,C-1536,2.0,C-1625,1.0,C-1632,1.0,SP-0029,25.4,1.65,96.0,1,63.5,N,N,EF-003,EF-003,2013,10,1005
83,TA-00052,S-0066,Yes,50,6.37926141896,C-1536,2.0,C-1625,1.0,C-1632,1.0,SP-0029,25.4,1.65,96.0,1,63.5,N,N,EF-003,EF-003,2013,10,1005
84,TA-00052,S-0066,Yes,100,6.19286346211,C-1536,2.0,C-1625,1.0,C-1632,1.0,SP-0029,25.4,1.65,96.0,1,63.5,N,N,EF-003,EF-003,2013,10,1005
85,TA-00052,S-0066,Yes,250,6.0815810998,C-1536,2.0,C-1625,1.0,C-1632,1.0,SP-0029,25.4,1.65,96.0,1,63.5,N,N,EF-003,EF-003,2013,10,1005
90,TA-00056,S-0066,Yes,1,28.6468621156,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,128.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
91,TA-00056,S-0066,Yes,2,16.7869443533,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,128.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
92,TA-00056,S-0066,Yes,5,9.67043728404,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,128.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
93,TA-00056,S-0066,Yes,10,7.30012296701,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,128.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
94,TA-00056,S-0066,Yes,25,5.87570872954,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,128.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
95,TA-00056,S-0066,Yes,50,5.46952810714,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,128.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
96,TA-00056,S-0066,Yes,100,5.28034809123,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,128.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
97,TA-00056,S-0066,Yes,250,5.16906572893,C-1623,1.0,C-1630,1.0,C-1647,1.0,SP-0029,15.88,1.65,128.0,5,38.1,N,N,EF-003,EF-003,2013,9,975
102,TA-00061,S-0066,Yes,1,21.3217006171,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,107.0,3,19.05,N,N,EF-008,EF-008,2013,6,883
103,TA-00061,S-0066,Yes,2,11.7569815772,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,107.0,3,19.05,N,N,EF-008,EF-008,2013,6,883
104,TA-00061,S-0066,Yes,5,6.02037580054,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,107.0,3,19.05,N,N,EF-008,EF-008,2013,6,883
105,TA-00061,S-0066,Yes,10,4.10631916894,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,107.0,3,19.05,N,N,EF-008,EF-008,2013,6,883
106,TA-00061,S-0066,Yes,25,2.95732877818,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,107.0,3,19.05,N,N,EF-008,EF-008,2013,6,883
107,TA-00061,S-0066,Yes,50,2.64295610467,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,107.0,3,19.05,N,N,EF-008,EF-008,2013,6,883
108,TA-00061,S-0066,Yes,100,2.50107109274,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,107.0,3,19.05,N,N,EF-008,EF-008,2013,6,883
109,TA-00061,S-0066,Yes,250,2.41760932101,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,107.0,3,19.05,N,N,EF-008,EF-008,2013,6,883
116,TA-00076,S-0066,Yes,1,22.5068577756,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,218.0,7,19.05,N,N,EF-008,EF-008,2013,8,954
117,TA-00076,S-0066,Yes,2,12.9421387357,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,218.0,7,19.05,N,N,EF-008,EF-008,2013,8,954
118,TA-00076,S-0066,Yes,5,7.2027509,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,218.0,7,19.05,N,N,EF-008,EF-008,2013,8,954
119,TA-00076,S-0066,Yes,10,5.29147632746,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,218.0,7,19.05,N,N,EF-008,EF-008,2013,8,954
120,TA-00076,S-0066,Yes,25,4.14248593669,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,218.0,7,19.05,N,N,EF-008,EF-008,2013,8,954
121,TA-00076,S-0066,Yes,50,3.82533120413,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,218.0,7,19.05,N,N,EF-008,EF-008,2013,8,954
122,TA-00076,S-0066,Yes,100,3.68622825125,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,218.0,7,19.05,N,N,EF-008,EF-008,2013,8,954
123,TA-00076,S-0066,Yes,250,3.59998442047,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,218.0,7,19.05,N,N,EF-008,EF-008,2013,8,954
124,TA-00077,S-0066,Yes,3,35.3043294403,C-1312,2.0,,0.0,,0.0,SP-0046,21.7,2.8,92.0,4,55.0,N,N,EF-021,EF-021,2012,4,461
125,TA-00077,S-0066,Yes,6,23.157859595,C-1312,2.0,,0.0,,0.0,SP-0046,21.7,2.8,92.0,4,55.0,N,N,EF-021,EF-021,2012,4,461
126,TA-00077,S-0066,Yes,9,18.7928089337,C-1312,2.0,,0.0,,0.0,SP-0046,21.7,2.8,92.0,4,55.0,N,N,EF-021,EF-021,2012,4,461
127,TA-00077,S-0066,Yes,12,16.2472248961,C-1312,2.0,,0.0,,0.0,SP-0046,21.7,2.8,92.0,4,55.0,N,N,EF-021,EF-021,2012,4,461
128,TA-00078,S-0066,Yes,1,21.6054706409,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,133.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
129,TA-00078,S-0066,Yes,2,12.0407516011,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,133.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
130,TA-00078,S-0066,Yes,5,6.30136376535,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,133.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
131,TA-00078,S-0066,Yes,10,4.38730713376,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,133.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
132,TA-00078,S-0066,Yes,25,3.24109880205,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,133.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
133,TA-00078,S-0066,Yes,50,2.92394406948,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,133.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
134,TA-00078,S-0066,Yes,100,2.78205905755,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,133.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
135,TA-00078,S-0066,Yes,250,2.69859728582,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,133.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
136,TA-00080,S-0066,Yes,1,21.5387012235,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,125.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
137,TA-00080,S-0066,Yes,2,11.9739821837,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,125.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
138,TA-00080,S-0066,Yes,5,6.23459434797,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,125.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
139,TA-00080,S-0066,Yes,10,4.32053771637,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,125.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
140,TA-00080,S-0066,Yes,25,3.17432938466,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,125.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
141,TA-00080,S-0066,Yes,50,2.8571746521,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,125.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
142,TA-00080,S-0066,Yes,100,2.71807169923,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,125.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
143,TA-00080,S-0066,Yes,250,2.63182786844,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,125.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
144,TA-00082,S-0066,Yes,1,21.4914062196,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,8,954
145,TA-00082,S-0066,Yes,2,11.9266871797,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,8,954
146,TA-00082,S-0066,Yes,5,6.18729934399,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,8,954
147,TA-00082,S-0066,Yes,10,4.2732427124,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,8,954
148,TA-00082,S-0066,Yes,25,3.12703438069,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,8,954
149,TA-00082,S-0066,Yes,50,2.80987964813,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,8,954
150,TA-00082,S-0066,Yes,100,2.66799463619,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,8,954
151,TA-00082,S-0066,Yes,250,2.58453286446,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,8,954
152,TA-00083,S-0066,Yes,1,21.4914062196,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,6,883
153,TA-00083,S-0066,Yes,2,11.9266871797,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,6,883
154,TA-00083,S-0066,Yes,5,6.18729934399,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,6,883
155,TA-00083,S-0066,Yes,10,4.2732427124,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,6,883
156,TA-00083,S-0066,Yes,25,3.12703438069,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,6,883
157,TA-00083,S-0066,Yes,50,2.80987964813,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,6,883
158,TA-00083,S-0066,Yes,100,2.66799463619,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,6,883
159,TA-00083,S-0066,Yes,250,2.58453286446,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,103.0,6,19.05,N,N,EF-008,EF-008,2013,6,883
160,TA-00084,S-0066,Yes,1,21.5971244638,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,132.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
161,TA-00084,S-0066,Yes,2,12.0324054239,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,132.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
162,TA-00084,S-0066,Yes,5,6.29301758818,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,132.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
163,TA-00084,S-0066,Yes,10,4.37896095658,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,132.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
164,TA-00084,S-0066,Yes,25,3.23275262487,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,132.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
165,TA-00084,S-0066,Yes,50,2.91559789231,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,132.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
166,TA-00084,S-0066,Yes,100,2.77371288038,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,132.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
167,TA-00084,S-0066,Yes,250,2.69025110865,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,132.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
168,TA-00085,S-0066,Yes,1,21.5637397551,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,128.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
169,TA-00085,S-0066,Yes,2,11.9990207152,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,128.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
170,TA-00085,S-0066,Yes,5,6.25963287949,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,128.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
171,TA-00085,S-0066,Yes,10,4.34557624789,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,128.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
172,TA-00085,S-0066,Yes,25,3.19936791618,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,128.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
173,TA-00085,S-0066,Yes,50,2.88221318362,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,128.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
174,TA-00085,S-0066,Yes,100,2.74311023074,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,128.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
175,TA-00085,S-0066,Yes,250,2.65686639996,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,128.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
176,TA-00086,S-0066,Yes,1,21.1909438414,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,83.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
177,TA-00086,S-0066,Yes,2,11.6262248015,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,83.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
178,TA-00086,S-0066,Yes,5,5.88683696578,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,83.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
179,TA-00086,S-0066,Yes,10,3.97556239324,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,83.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
180,TA-00086,S-0066,Yes,25,2.82657200247,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,83.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
181,TA-00086,S-0066,Yes,50,2.51219932897,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,83.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
182,TA-00086,S-0066,Yes,100,2.37031431703,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,83.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
183,TA-00086,S-0066,Yes,250,2.28685254531,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,83.0,4,19.05,N,N,EF-008,EF-008,2013,8,954
184,TA-00087,S-0066,Yes,1,21.2159823729,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,86.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
185,TA-00087,S-0066,Yes,2,11.651263333,C-1312,2.0,,0.0,,0.0,SP-0039,6.35,0.71,86.0,4,19.05,N,N,EF-008,EF-008,2013,6,883
