supplier,year,month,day,annual_usage,min_order_quantity,bracket_pricing,quantity,material_id,diameter,wall,length,num_bends,bend_radius,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other,component_id_1,quantity_1,component_id_2,quantity_2,component_id_3,quantity_3,component_id_4,quantity_4,component_id_5,quantity_5,component_id_6,quantity_6,spec1,spec2,spec3,spec4,spec5,spec6,cost
41,2013,8,11545,0,0,1,5,14,6.35,0.71,207.0,7,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,7.11372501015
41,2013,8,11545,0,0,1,10,14,6.35,0.71,207.0,7,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,5.19966837856
41,2013,8,11545,0,0,1,25,14,6.35,0.71,207.0,7,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,4.05067798779
41,2013,8,11545,0,0,1,50,14,6.35,0.71,207.0,7,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,3.73630531429
41,2013,8,11545,0,0,1,100,14,6.35,0.71,207.0,7,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,3.59442030235
41,2013,8,11545,0,0,1,250,14,6.35,0.71,207.0,7,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,3.51095853063
17,1992,7,3854,50,1,0,1,3,38.1,1.65,106.0,3,76.2,0,0,0,0,0,1,0,0,1006,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,10.0042843709
41,2013,3,11398,0,0,1,1,4,12.7,0.89,96.0,4,38.1,0,0,0,1,1,0,0,0,1324,2.0,1331,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,21.994958909
41,2013,3,11398,0,0,1,2,4,12.7,0.89,96.0,4,38.1,0,0,0,1,1,0,0,0,1324,2.0,1331,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,12.4302398691
41,2013,3,11398,0,0,1,5,4,12.7,0.89,96.0,4,38.1,0,0,0,1,1,0,0,0,1324,2.0,1331,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,6.69085203341
41,2013,3,11398,0,0,1,10,4,12.7,0.89,96.0,4,38.1,0,0,0,1,1,0,0,0,1324,2.0,1331,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,4.77957746087
41,2013,3,11398,0,0,1,25,4,12.7,0.89,96.0,4,38.1,0,0,0,1,1,0,0,0,1324,2.0,1331,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,3.6305870701
41,2013,3,11398,0,0,1,50,4,12.7,0.89,96.0,4,38.1,0,0,0,1,1,0,0,0,1324,2.0,1331,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,3.3162143966
41,2013,3,11398,0,0,1,100,4,12.7,0.89,96.0,4,38.1,0,0,0,1,1,0,0,0,1324,2.0,1331,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,3.17432938466
41,2013,3,11398,0,0,1,250,4,12.7,0.89,96.0,4,38.1,0,0,0,1,1,0,0,0,1324,2.0,1331,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,3.08808555388
21,2014,2,11728,1,1,0,1,15,6.35,2.375,81.0,6,19.05,0,0,0,0,0,0,0,0,1106,2.0,1111,2.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,3.43306087702
9,2011,7,10799,1,1,0,1,14,12.7,0.89,101.0,6,25.4,0,0,0,2,2,0,0,0,983,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,1,0,0,8.56317777914
41,2013,8,11535,0,0,1,1,14,9.52,0.71,99.0,2,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,20.9349944081
41,2013,8,11535,0,0,1,2,14,9.52,0.71,99.0,2,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,11.3702753682
41,2013,8,11535,0,0,1,5,14,9.52,0.71,99.0,2,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,5.63366959154
41,2013,8,11535,0,0,1,10,14,9.52,0.71,99.0,2,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,3.71961295994
41,2013,8,11535,0,0,1,25,14,9.52,0.71,99.0,2,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2.57340462823
41,2013,8,11535,0,0,1,50,14,9.52,0.71,99.0,2,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2.25624989567
41,2013,8,11535,0,0,1,100,14,9.52,0.71,99.0,2,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2.11436488374
41,2013,8,11535,0,0,1,250,14,9.52,0.71,99.0,2,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2.03090311201
41,2013,8,11535,0,0,1,1,14,9.52,0.71,65.0,3,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,20.7819811599
41,2013,8,11535,0,0,1,2,14,9.52,0.71,65.0,3,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,11.21726212
41,2013,8,11535,0,0,1,5,14,9.52,0.71,65.0,3,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,5.47787428432
41,2013,8,11535,0,0,1,10,14,9.52,0.71,65.0,3,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,3.56659971178
41,2013,8,11535,0,0,1,25,14,9.52,0.71,65.0,3,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2.41760932101
41,2013,8,11535,0,0,1,50,14,9.52,0.71,65.0,3,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2.10323664751
41,2013,8,11535,0,0,1,100,14,9.52,0.71,65.0,3,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1.96135163557
41,2013,8,11535,0,0,1,250,14,9.52,0.71,65.0,3,31.75,0,0,0,2,2,0,0,0,643,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1.87788986385
39,1993,9,4284,30,1,0,1,10,6.35,0.89,105.0,5,19.05,0,0,0,2,2,0,0,0,1514,2.0,1515,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2.73754611263
39,2011,6,10766,3,0,1,5,3,12.7,1.65,104.0,3,127.0,0,0,0,1,0,1,0,0,1627,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,16.7090466996
39,2011,6,10766,3,0,1,10,3,12.7,1.65,104.0,3,127.0,0,0,0,1,0,1,0,0,1627,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,10.151733501
10,2002,7,7514,2,0,1,2,3,9.52,0.89,52.0,3,19.05,0,0,0,1,1,0,0,0,1323,2.0,1330,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,25.0190571045
10,2002,7,7514,2,0,1,4,3,9.52,0.89,52.0,3,19.05,0,0,0,1,1,0,0,0,1323,2.0,1330,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,14.5863356387
10,2002,7,7514,2,0,1,6,3,9.52,0.89,52.0,3,19.05,0,0,0,1,1,0,0,0,1323,2.0,1330,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,11.1087618168
10,2002,7,7514,2,0,1,8,3,9.52,0.89,52.0,3,19.05,0,0,0,1,1,0,0,0,1323,2.0,1330,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,9.36997490583
10,2002,7,7514,2,0,1,10,3,9.52,0.89,52.0,3,19.05,0,0,0,1,1,0,0,0,1323,2.0,1330,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,8.32670275925
10,2002,7,7514,2,0,1,12,3,9.52,0.89,52.0,3,19.05,0,0,0,1,1,0,0,0,1323,2.0,1330,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,7.63118799486
39,2014,8,11906,50,0,1,1,3,25.4,1.65,55.0,2,50.8,0,0,0,1,2,0,0,0,1099,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,1,0,0,94.025249968
39,1993,2,4050,280,1,1,1,3,25.4,1.65,55.0,2,50.8,0,0,0,1,2,0,0,0,1099,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,1,0,0,4.82965452391
39,2014,8,11906,50,0,1,6,3,25.4,1.65,55.0,2,50.8,0,0,0,1,2,0,0,0,1099,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,1,0,0,22.6626530828
39,2014,8,11906,50,0,1,10,3,25.4,1.65,55.0,2,50.8,0,0,0,1,2,0,0,0,1099,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,1,0,0,16.9538678967
39,2014,8,11906,50,0,1,20,3,25.4,1.65,55.0,2,50.8,0,0,0,1,2,0,0,0,1099,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,1,0,0,11.6763018645
39,2014,8,11906,50,0,1,50,3,25.4,1.65,55.0,2,50.8,0,0,0,1,2,0,0,0,1099,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,1,0,0,8.96935840154
39,1994,9,4626,600,1,0,1,4,9.52,0.71,29.0,4,19.05,0,0,0,2,2,0,0,0,996,1.0,997,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,1,0,0,1.56351719034
17,2010,11,10549,15,1,0,1,3,50.8,1.65,118.0,4,101.6,1,0,0,1,0,1,0,0,987,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,1,0,0,228.148317132
45,2006,4,8867,10,1,0,1,10,12.7,1.24,130.0,6,38.1,0,0,0,2,2,0,0,0,348,2.0,349,2.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,7.83427830606
17,2009,9,10105,180,20,0,1,3,25.4,1.65,70.0,2,50.8,0,0,0,2,2,0,0,0,344,2.0,345,2.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,0,0,0,0,2.94063642383
41,2013,10,11596,0,0,1,1,4,25.4,1.65,96.0,1,63.5,0,0,0,1,1,2,0,0,1250,2.0,1327,1.0,1334,1.0,1343,1.0,0,0.0,0,0.0,0,0,0,0,0,0,29.5593774865
41,2013,10,11596,0,0,1,2,4,25.4,1.65,96.0,1,63.5,0,0,0,1,1,2,0,0,1250,2.0,1327,1.0,1334,1.0,1343,1.0,0,0.0,0,0.0,0,0,0,0,0,0,17.6994597241
41,2013,10,11596,0,0,1,5,4,25.4,1.65,96.0,1,63.5,0,0,0,1,1,2,0,0,1250,2.0,1327,1.0,1334,1.0,1343,1.0,0,0.0,0,0.0,0,0,0,0,0,0,10.5829526549
41,2013,10,11596,0,0,1,10,4,25.4,1.65,96.0,1,63.5,0,0,0,1,1,2,0,0,1250,2.0,1327,1.0,1334,1.0,1343,1.0,0,0.0,0,0.0,0,0,0,0,0,0,8.20985627883
41,2013,10,11596,0,0,1,25,4,25.4,1.65,96.0,1,63.5,0,0,0,1,1,2,0,0,1250,2.0,1327,1.0,1334,1.0,1343,1.0,0,0.0,0,0.0,0,0,0,0,0,0,6.78822410042
41,2013,10,11596,0,0,1,50,4,25.4,1.65,96.0,1,63.5,0,0,0,1,1,2,0,0,1250,2.0,1327,1.0,1334,1.0,1343,1.0,0,0.0,0,0.0,0,0,0,0,0,0,6.37926141896
41,2013,10,11596,0,0,1,100,4,25.4,1.65,96.0,1,63.5,0,0,0,1,1,2,0,0,1250,2.0,1327,1.0,1334,1.0,1343,1.0,0,0.0,0,0.0,0,0,0,0,0,0,6.19286346211
41,2013,10,11596,0,0,1,250,4,25.4,1.65,96.0,1,63.5,0,0,0,1,1,2,0,0,1250,2.0,1327,1.0,1334,1.0,1343,1.0,0,0.0,0,0.0,0,0,0,0,0,0,6.0815810998
40,2005,6,8572,5,0,1,2,4,9.52,1.24,92.0,8,31.75,0,0,0,1,1,0,0,0,1323,2.0,1330,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,38.7874673804
40,2005,6,8572,5,0,1,3,4,9.52,1.24,92.0,8,31.75,0,0,0,1,1,0,0,0,1323,2.0,1330,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,27.9596935284
40,2005,6,8572,5,0,1,4,4,9.52,1.24,92.0,8,31.75,0,0,0,1,1,0,0,0,1323,2.0,1330,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,22.5931016064
40,2005,6,8572,5,0,1,6,4,9.52,1.24,92.0,8,31.75,0,0,0,1,1,0,0,0,1323,2.0,1330,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,16.5755078649
41,2013,9,11566,0,0,1,1,4,15.88,1.65,128.0,5,38.1,0,0,0,1,1,0,0,0,1325,1.0,1332,1.0,1348,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,28.6468621156
41,2013,9,11566,0,0,1,2,4,15.88,1.65,128.0,5,38.1,0,0,0,1,1,0,0,0,1325,1.0,1332,1.0,1348,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,16.7869443533
41,2013,9,11566,0,0,1,5,4,15.88,1.65,128.0,5,38.1,0,0,0,1,1,0,0,0,1325,1.0,1332,1.0,1348,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,9.67043728404
41,2013,9,11566,0,0,1,10,4,15.88,1.65,128.0,5,38.1,0,0,0,1,1,0,0,0,1325,1.0,1332,1.0,1348,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,7.30012296701
41,2013,9,11566,0,0,1,25,4,15.88,1.65,128.0,5,38.1,0,0,0,1,1,0,0,0,1325,1.0,1332,1.0,1348,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,5.87570872954
41,2013,9,11566,0,0,1,50,4,15.88,1.65,128.0,5,38.1,0,0,0,1,1,0,0,0,1325,1.0,1332,1.0,1348,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,5.46952810714
41,2013,9,11566,0,0,1,100,4,15.88,1.65,128.0,5,38.1,0,0,0,1,1,0,0,0,1325,1.0,1332,1.0,1348,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,5.28034809123
41,2013,9,11566,0,0,1,250,4,15.88,1.65,128.0,5,38.1,0,0,0,1,1,0,0,0,1325,1.0,1332,1.0,1348,1.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,5.16906572893
45,2014,7,11897,2,0,1,2,2,6.35,0.71,50.0,6,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,11.9155589435
45,2014,7,11897,2,0,1,4,2,6.35,0.71,50.0,6,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,8.64663955086
45,2014,7,11897,2,0,1,6,2,6.35,0.71,50.0,6,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,7.22778943151
45,2014,7,11897,2,0,1,8,2,6.35,0.71,50.0,6,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,6.45159495446
41,2013,6,11474,0,0,1,1,14,6.35,0.71,107.0,3,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,21.3217006171
41,2013,6,11474,0,0,1,2,14,6.35,0.71,107.0,3,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,11.7569815772
41,2013,6,11474,0,0,1,5,14,6.35,0.71,107.0,3,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,6.02037580054
41,2013,6,11474,0,0,1,10,14,6.35,0.71,107.0,3,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,4.10631916894
41,2013,6,11474,0,0,1,25,14,6.35,0.71,107.0,3,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2.95732877818
41,2013,6,11474,0,0,1,50,14,6.35,0.71,107.0,3,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2.64295610467
41,2013,6,11474,0,0,1,100,14,6.35,0.71,107.0,3,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2.50107109274
41,2013,6,11474,0,0,1,250,14,6.35,0.71,107.0,3,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2.41760932101
27,2014,6,11841,200,60,0,60,10,9.52,0.89,53.0,5,31.75,0,0,0,1,1,0,0,0,1323,2.0,1330,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2.37587843515
27,2014,6,11841,200,40,0,40,10,9.52,0.89,12.0,1,31.75,0,0,0,1,1,0,0,0,1323,2.0,1330,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1.54960689506
27,2014,6,11841,300,60,0,60,4,25.4,1.65,89.0,5,50.8,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2.18391636018
39,1999,4,6304,8821,1,0,1,3,12.7,0.89,3.0,0,0.0,0,0,0,1,1,0,0,0,1277,1.0,1415,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0,1.26305481213
17,2002,8,7535,701,1,1,1,3,25.4,1.65,52.0,3,50.8,1,0,0,1,2,0,0,0,1267,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,1,0,0,4.78792363804
17,2000,7,6760,115,1,0,1,3,12.7,0.89,61.0,2,127.0,0,0,0,1,1,0,1,0,1092,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1,1,1,1,0,10.7470941393
41,2013,8,11545,0,0,1,1,14,6.35,0.71,218.0,7,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,22.5068577756
41,2013,8,11545,0,0,1,2,14,6.35,0.71,218.0,7,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,12.9421387357
41,2013,8,11545,0,0,1,5,14,6.35,0.71,218.0,7,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,7.2027509
41,2013,8,11545,0,0,1,10,14,6.35,0.71,218.0,7,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,5.29147632746
41,2013,8,11545,0,0,1,25,14,6.35,0.71,218.0,7,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,4.14248593669
41,2013,8,11545,0,0,1,50,14,6.35,0.71,218.0,7,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,3.82533120413
41,2013,8,11545,0,0,1,100,14,6.35,0.71,218.0,7,19.05,0,0,0,2,2,0,0,0,1059,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,3.68622825125
