supplier,year,month,day,annual_usage,min_order_quantity,bracket_pricing,quantity,material_id,diameter,wall,length,num_bends,bend_radius,end_a_2x,end_x_1x,end_x_2x,end_a,end_x,num_boss,num_bracket,other,component_id_1,quantity_1,component_id_2,quantity_2,component_id_3,quantity_3,spec1,spec2,spec3,spec4,spec5,spec6,cost
41,2013,7,11510,0,0,1,50,19,6.35,0.71,127.0,7,19.05,0,0,0,2,2,0,0,0,939,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11510,0,0,1,100,19,6.35,0.71,127.0,7,19.05,0,0,0,2,2,0,0,0,939,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11510,0,0,1,250,19,6.35,0.71,127.0,7,19.05,0,0,0,2,2,0,0,0,939,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,1,28,19.05,1.24,79.0,4,50.8,0,0,0,1,1,0,0,0,1203,1.0,1210,1.0,1219,1.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,2,28,19.05,1.24,79.0,4,50.8,0,0,0,1,1,0,0,0,1203,1.0,1210,1.0,1219,1.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,5,28,19.05,1.24,79.0,4,50.8,0,0,0,1,1,0,0,0,1203,1.0,1210,1.0,1219,1.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,10,28,19.05,1.24,79.0,4,50.8,0,0,0,1,1,0,0,0,1203,1.0,1210,1.0,1219,1.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,25,28,19.05,1.24,79.0,4,50.8,0,0,0,1,1,0,0,0,1203,1.0,1210,1.0,1219,1.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,50,28,19.05,1.24,79.0,4,50.8,0,0,0,1,1,0,0,0,1203,1.0,1210,1.0,1219,1.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,100,28,19.05,1.24,79.0,4,50.8,0,0,0,1,1,0,0,0,1203,1.0,1210,1.0,1219,1.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,250,28,19.05,1.24,79.0,4,50.8,0,0,0,1,1,0,0,0,1203,1.0,1210,1.0,1219,1.0,0,0,0,0,0,0,
41,2013,6,11496,0,0,1,1,34,12.7,1.65,202.0,5,38.1,0,0,0,1,1,0,0,0,1201,2.0,1208,2.0,0,0.0,0,0,0,0,0,0,
41,2013,6,11496,0,0,1,2,34,12.7,1.65,202.0,5,38.1,0,0,0,1,1,0,0,0,1201,2.0,1208,2.0,0,0.0,0,0,0,0,0,0,
41,2013,6,11496,0,0,1,5,34,12.7,1.65,202.0,5,38.1,0,0,0,1,1,0,0,0,1201,2.0,1208,2.0,0,0.0,0,0,0,0,0,0,
41,2013,6,11496,0,0,1,10,34,12.7,1.65,202.0,5,38.1,0,0,0,1,1,0,0,0,1201,2.0,1208,2.0,0,0.0,0,0,0,0,0,0,
41,2013,6,11496,0,0,1,25,34,12.7,1.65,202.0,5,38.1,0,0,0,1,1,0,0,0,1201,2.0,1208,2.0,0,0.0,0,0,0,0,0,0,
41,2013,6,11496,0,0,1,50,34,12.7,1.65,202.0,5,38.1,0,0,0,1,1,0,0,0,1201,2.0,1208,2.0,0,0.0,0,0,0,0,0,0,
41,2013,6,11496,0,0,1,100,34,12.7,1.65,202.0,5,38.1,0,0,0,1,1,0,0,0,1201,2.0,1208,2.0,0,0.0,0,0,0,0,0,0,
41,2013,6,11496,0,0,1,250,34,12.7,1.65,202.0,5,38.1,0,0,0,1,1,0,0,0,1201,2.0,1208,2.0,0,0.0,0,0,0,0,0,0,
41,2013,8,11545,0,0,1,1,38,6.35,0.71,174.0,6,19.05,0,0,0,2,2,0,0,0,939,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,8,11545,0,0,1,2,38,6.35,0.71,174.0,6,19.05,0,0,0,2,2,0,0,0,939,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,8,11545,0,0,1,5,38,6.35,0.71,174.0,6,19.05,0,0,0,2,2,0,0,0,939,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,8,11545,0,0,1,10,38,6.35,0.71,174.0,6,19.05,0,0,0,2,2,0,0,0,939,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,8,11545,0,0,1,25,38,6.35,0.71,174.0,6,19.05,0,0,0,2,2,0,0,0,939,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,8,11545,0,0,1,50,38,6.35,0.71,174.0,6,19.05,0,0,0,2,2,0,0,0,939,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,8,11545,0,0,1,100,38,6.35,0.71,174.0,6,19.05,0,0,0,2,2,0,0,0,939,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,8,11545,0,0,1,250,38,6.35,0.71,174.0,6,19.05,0,0,0,2,2,0,0,0,939,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
9,2007,9,9392,1,10,0,10,28,25.4,1.65,135.0,4,63.5,0,0,0,1,1,0,0,0,1204,2.0,1211,2.0,0,0.0,0,0,0,0,0,0,
17,2009,4,9980,2,2,0,2,38,6.35,0.71,197.0,7,19.05,0,0,0,2,2,0,0,0,939,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
45,2013,5,11443,2,1,1,1,34,12.7,0.89,147.0,6,25.4,0,0,0,2,2,0,0,0,318,2.0,319,2.0,0,0.0,60,66,76,0,0,0,
41,2013,10,11596,0,0,1,1,28,25.4,1.65,99.0,4,50.8,0,0,0,1,1,0,0,0,966,1.0,1459,1.0,0,0.0,0,0,0,0,0,0,
41,2013,10,11596,0,0,1,2,28,25.4,1.65,99.0,4,50.8,0,0,0,1,1,0,0,0,966,1.0,1459,1.0,0,0.0,0,0,0,0,0,0,
41,2013,10,11596,0,0,1,5,28,25.4,1.65,99.0,4,50.8,0,0,0,1,1,0,0,0,966,1.0,1459,1.0,0,0.0,0,0,0,0,0,0,
41,2013,10,11596,0,0,1,10,28,25.4,1.65,99.0,4,50.8,0,0,0,1,1,0,0,0,966,1.0,1459,1.0,0,0.0,0,0,0,0,0,0,
41,2013,10,11596,0,0,1,25,28,25.4,1.65,99.0,4,50.8,0,0,0,1,1,0,0,0,966,1.0,1459,1.0,0,0.0,0,0,0,0,0,0,
41,2013,10,11596,0,0,1,50,28,25.4,1.65,99.0,4,50.8,0,0,0,1,1,0,0,0,966,1.0,1459,1.0,0,0.0,0,0,0,0,0,0,
41,2013,10,11596,0,0,1,100,28,25.4,1.65,99.0,4,50.8,0,0,0,1,1,0,0,0,966,1.0,1459,1.0,0,0.0,0,0,0,0,0,0,
41,2013,10,11596,0,0,1,250,28,25.4,1.65,99.0,4,50.8,0,0,0,1,1,0,0,0,966,1.0,1459,1.0,0,0.0,0,0,0,0,0,0,
10,1999,10,6502,0,0,1,1,28,25.4,1.65,92.0,3,50.8,1,0,0,1,1,0,0,0,966,1.0,1458,1.0,0,0.0,0,0,0,0,0,0,
10,1999,10,6502,0,0,1,3,28,25.4,1.65,92.0,3,50.8,1,0,0,1,1,0,0,0,966,1.0,1458,1.0,0,0.0,0,0,0,0,0,0,
10,1999,10,6502,0,0,1,5,28,25.4,1.65,92.0,3,50.8,1,0,0,1,1,0,0,0,966,1.0,1458,1.0,0,0.0,0,0,0,0,0,0,
41,2011,8,10804,293,20,0,1,27,25.4,1.65,81.0,3,63.5,0,0,0,1,2,0,0,0,1147,1.0,0,0.0,0,0.0,7,55,67,76,0,0,
21,2014,2,11728,1,1,0,1,40,6.35,2.375,81.0,9,19.05,0,0,0,0,0,0,0,0,986,2.0,991,2.0,0,0.0,54,64,76,0,0,0,
41,2008,6,9666,12,3,0,3,38,9.52,0.71,52.0,3,19.05,0,0,0,2,2,0,0,0,583,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
17,2003,9,7942,266,0,1,3,27,25.4,1.65,48.0,2,50.8,0,1,1,2,1,0,0,0,1147,1.0,0,0.0,0,0.0,0,0,0,0,0,0,
17,2003,9,7942,266,0,1,5,27,25.4,1.65,48.0,2,50.8,0,1,1,2,1,0,0,0,1147,1.0,0,0.0,0,0.0,0,0,0,0,0,0,
17,2003,9,7942,266,0,1,10,27,25.4,1.65,48.0,2,50.8,0,1,1,2,1,0,0,0,1147,1.0,0,0.0,0,0.0,0,0,0,0,0,0,
17,2003,9,7942,266,0,1,15,27,25.4,1.65,48.0,2,50.8,0,1,1,2,1,0,0,0,1147,1.0,0,0.0,0,0.0,0,0,0,0,0,0,
17,2003,9,7942,266,0,1,25,27,25.4,1.65,48.0,2,50.8,0,1,1,2,1,0,0,0,1147,1.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,1,34,15.88,1.24,94.0,2,50.8,0,0,0,2,2,0,0,0,1031,1.0,1032,1.0,0,0.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,2,34,15.88,1.24,94.0,2,50.8,0,0,0,2,2,0,0,0,1031,1.0,1032,1.0,0,0.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,5,34,15.88,1.24,94.0,2,50.8,0,0,0,2,2,0,0,0,1031,1.0,1032,1.0,0,0.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,10,34,15.88,1.24,94.0,2,50.8,0,0,0,2,2,0,0,0,1031,1.0,1032,1.0,0,0.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,25,34,15.88,1.24,94.0,2,50.8,0,0,0,2,2,0,0,0,1031,1.0,1032,1.0,0,0.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,50,34,15.88,1.24,94.0,2,50.8,0,0,0,2,2,0,0,0,1031,1.0,1032,1.0,0,0.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,100,34,15.88,1.24,94.0,2,50.8,0,0,0,2,2,0,0,0,1031,1.0,1032,1.0,0,0.0,0,0,0,0,0,0,
41,2013,9,11566,0,0,1,250,34,15.88,1.24,94.0,2,50.8,0,0,0,2,2,0,0,0,1031,1.0,1032,1.0,0,0.0,0,0,0,0,0,0,
41,2008,3,9565,1,0,1,5,27,9.52,0.89,85.0,4,19.05,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2008,3,9565,1,0,1,10,27,9.52,0.89,85.0,4,19.05,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2008,3,9565,1,0,1,15,27,9.52,0.89,85.0,4,19.05,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2008,3,9565,1,0,1,20,27,9.52,0.89,85.0,4,19.05,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
39,2007,8,9362,2,1,0,1,27,12.7,0.89,55.0,2,76.2,0,0,0,0,0,0,0,0,1366,1.0,0,0.0,0,0.0,67,76,0,0,0,0,
41,2013,8,11535,0,0,1,1,38,9.52,0.71,89.0,4,31.75,0,0,0,2,2,0,0,0,583,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,8,11535,0,0,1,2,38,9.52,0.71,89.0,4,31.75,0,0,0,2,2,0,0,0,583,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,8,11535,0,0,1,5,38,9.52,0.71,89.0,4,31.75,0,0,0,2,2,0,0,0,583,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,8,11535,0,0,1,10,38,9.52,0.71,89.0,4,31.75,0,0,0,2,2,0,0,0,583,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,8,11535,0,0,1,25,38,9.52,0.71,89.0,4,31.75,0,0,0,2,2,0,0,0,583,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,8,11535,0,0,1,50,38,9.52,0.71,89.0,4,31.75,0,0,0,2,2,0,0,0,583,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,8,11535,0,0,1,100,38,9.52,0.71,89.0,4,31.75,0,0,0,2,2,0,0,0,583,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2013,8,11535,0,0,1,250,38,9.52,0.71,89.0,4,31.75,0,0,0,2,2,0,0,0,583,2.0,0,0.0,0,0.0,0,0,0,0,0,0,
45,2001,6,7110,12,1,1,1,34,15.88,1.24,101.0,7,38.1,0,0,0,2,1,0,0,0,1031,1.0,1032,1.0,1389,1.0,7,60,66,76,0,0,
45,2012,7,11149,8,0,1,3,34,15.88,1.24,101.0,7,38.1,0,0,0,2,1,0,0,0,1031,1.0,1032,1.0,1389,1.0,7,60,66,76,0,0,
45,2012,7,11149,8,0,1,6,34,15.88,1.24,101.0,7,38.1,0,0,0,2,1,0,0,0,1031,1.0,1032,1.0,1389,1.0,7,60,66,76,0,0,
45,2012,7,11149,8,0,1,9,34,15.88,1.24,101.0,7,38.1,0,0,0,2,1,0,0,0,1031,1.0,1032,1.0,1389,1.0,7,60,66,76,0,0,
45,2012,7,11149,8,0,1,12,34,15.88,1.24,101.0,7,38.1,0,0,0,2,1,0,0,0,1031,1.0,1032,1.0,1389,1.0,7,60,66,76,0,0,
41,2013,7,11504,0,0,1,1,28,9.52,0.89,74.0,5,31.75,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,2,28,9.52,0.89,74.0,5,31.75,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,5,28,9.52,0.89,74.0,5,31.75,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,10,28,9.52,0.89,74.0,5,31.75,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,25,28,9.52,0.89,74.0,5,31.75,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,50,28,9.52,0.89,74.0,5,31.75,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,100,28,9.52,0.89,74.0,5,31.75,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,250,28,9.52,0.89,74.0,5,31.75,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
45,2013,1,11338,250,1,0,1,28,9.52,1.24,76.0,4,19.05,0,0,0,1,1,0,0,0,1200,1.0,1207,1.0,17,1.0,7,7,65,76,77,0,
41,2013,7,11531,0,0,1,1,27,6.35,0.89,22.0,1,19.05,0,0,0,1,1,0,0,0,1199,2.0,1206,2.0,0,0.0,7,23,66,76,77,0,
41,2013,7,11531,0,0,1,2,27,6.35,0.89,22.0,1,19.05,0,0,0,1,1,0,0,0,1199,2.0,1206,2.0,0,0.0,7,23,66,76,77,0,
41,2013,7,11531,0,0,1,5,27,6.35,0.89,22.0,1,19.05,0,0,0,1,1,0,0,0,1199,2.0,1206,2.0,0,0.0,7,23,66,76,77,0,
41,2013,7,11531,0,0,1,10,27,6.35,0.89,22.0,1,19.05,0,0,0,1,1,0,0,0,1199,2.0,1206,2.0,0,0.0,7,23,66,76,77,0,
41,2013,7,11531,0,0,1,25,27,6.35,0.89,22.0,1,19.05,0,0,0,1,1,0,0,0,1199,2.0,1206,2.0,0,0.0,7,23,66,76,77,0,
41,2013,7,11531,0,0,1,50,27,6.35,0.89,22.0,1,19.05,0,0,0,1,1,0,0,0,1199,2.0,1206,2.0,0,0.0,7,23,66,76,77,0,
41,2013,7,11531,0,0,1,100,27,6.35,0.89,22.0,1,19.05,0,0,0,1,1,0,0,0,1199,2.0,1206,2.0,0,0.0,7,23,66,76,77,0,
41,2013,7,11531,0,0,1,250,27,6.35,0.89,22.0,1,19.05,0,0,0,1,1,0,0,0,1199,2.0,1206,2.0,0,0.0,7,23,66,76,77,0,
41,2013,7,11504,0,0,1,1,28,9.52,0.71,22.0,1,31.75,0,0,0,1,1,0,0,0,1200,1.0,1201,1.0,1207,1.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,2,28,9.52,0.71,22.0,1,31.75,0,0,0,1,1,0,0,0,1200,1.0,1201,1.0,1207,1.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,5,28,9.52,0.71,22.0,1,31.75,0,0,0,1,1,0,0,0,1200,1.0,1201,1.0,1207,1.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,10,28,9.52,0.71,22.0,1,31.75,0,0,0,1,1,0,0,0,1200,1.0,1201,1.0,1207,1.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,25,28,9.52,0.71,22.0,1,31.75,0,0,0,1,1,0,0,0,1200,1.0,1201,1.0,1207,1.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,50,28,9.52,0.71,22.0,1,31.75,0,0,0,1,1,0,0,0,1200,1.0,1201,1.0,1207,1.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,100,28,9.52,0.71,22.0,1,31.75,0,0,0,1,1,0,0,0,1200,1.0,1201,1.0,1207,1.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,250,28,9.52,0.71,22.0,1,31.75,0,0,0,1,1,0,0,0,1200,1.0,1201,1.0,1207,1.0,0,0,0,0,0,0,
45,2008,5,9631,150,1,1,1,34,15.88,1.24,60.0,5,50.8,1,0,0,1,2,0,0,0,1031,1.0,1032,1.0,1389,1.0,7,60,66,76,0,0,
45,2002,7,7504,50,1,1,1,34,15.88,1.24,109.0,4,50.8,0,0,0,2,2,0,0,0,1031,2.0,1032,2.0,0,0.0,60,76,0,0,0,0,
45,2012,7,11148,1,0,1,1,34,15.88,1.24,109.0,4,50.8,0,0,0,2,2,0,0,0,1031,2.0,1032,2.0,0,0.0,60,76,0,0,0,0,
45,2012,7,11148,1,0,1,2,34,15.88,1.24,109.0,4,50.8,0,0,0,2,2,0,0,0,1031,2.0,1032,2.0,0,0.0,60,76,0,0,0,0,
45,2012,7,11148,1,0,1,3,34,15.88,1.24,109.0,4,50.8,0,0,0,2,2,0,0,0,1031,2.0,1032,2.0,0,0.0,60,76,0,0,0,0,
45,2012,7,11148,1,0,1,4,34,15.88,1.24,109.0,4,50.8,0,0,0,2,2,0,0,0,1031,2.0,1032,2.0,0,0.0,60,76,0,0,0,0,
41,2000,8,6795,0,0,1,1,28,25.4,2.41,68.0,1,63.5,0,0,0,0,1,0,0,0,1220,1.0,18,1.0,0,0.0,0,0,0,0,0,0,
41,2000,8,6795,0,0,1,2,28,25.4,2.41,68.0,1,63.5,0,0,0,0,1,0,0,0,1220,1.0,18,1.0,0,0.0,0,0,0,0,0,0,
41,2000,8,6795,0,0,1,3,28,25.4,2.41,68.0,1,63.5,0,0,0,0,1,0,0,0,1220,1.0,18,1.0,0,0.0,0,0,0,0,0,0,
41,2000,8,6795,0,0,1,5,28,25.4,2.41,68.0,1,63.5,0,0,0,0,1,0,0,0,1220,1.0,18,1.0,0,0.0,0,0,0,0,0,0,
41,2014,2,11719,1,0,1,1,28,12.7,1.65,36.0,3,38.1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2014,2,11719,1,0,1,2,28,12.7,1.65,36.0,3,38.1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2014,2,11719,1,0,1,5,28,12.7,1.65,36.0,3,38.1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2014,2,11719,1,0,1,10,28,12.7,1.65,36.0,3,38.1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2014,2,11719,1,0,1,25,28,12.7,1.65,36.0,3,38.1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2014,2,11719,1,0,1,50,28,12.7,1.65,36.0,3,38.1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,
41,2014,2,11719,1,0,1,100,28,12.7,1.65,36.0,3,38.1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,
40,2011,12,10952,5,1,1,1,34,7.94,0.89,8.0,2,25.4,0,0,0,1,0,0,0,0,19,2.0,20,1.0,21,2.0,0,0,0,0,0,0,
40,2012,6,11128,7,0,1,3,34,7.94,0.89,8.0,2,25.4,0,0,0,1,0,0,0,0,19,2.0,20,1.0,21,2.0,0,0,0,0,0,0,
40,2012,6,11128,7,0,1,5,34,7.94,0.89,8.0,2,25.4,0,0,0,1,0,0,0,0,19,2.0,20,1.0,21,2.0,0,0,0,0,0,0,
40,2012,6,11128,7,0,1,7,34,7.94,0.89,8.0,2,25.4,0,0,0,1,0,0,0,0,19,2.0,20,1.0,21,2.0,0,0,0,0,0,0,
40,2012,6,11128,7,0,1,9,34,7.94,0.89,8.0,2,25.4,0,0,0,1,0,0,0,0,19,2.0,20,1.0,21,2.0,0,0,0,0,0,0,
40,2008,6,9648,1250,1,1,1,27,25.4,1.65,36.0,3,50.8,1,0,0,2,2,0,0,0,314,1.0,315,1.0,0,0.0,55,60,76,0,0,0,
40,2012,4,11065,29,0,1,10,27,25.4,1.65,36.0,3,50.8,1,0,0,2,2,0,0,0,314,1.0,315,1.0,0,0.0,55,60,76,0,0,0,
40,2012,4,11065,29,0,1,15,27,25.4,1.65,36.0,3,50.8,1,0,0,2,2,0,0,0,314,1.0,315,1.0,0,0.0,55,60,76,0,0,0,
40,2012,4,11065,29,0,1,20,27,25.4,1.65,36.0,3,50.8,1,0,0,2,2,0,0,0,314,1.0,315,1.0,0,0.0,55,60,76,0,0,0,
40,2012,4,11065,29,0,1,25,27,25.4,1.65,36.0,3,50.8,1,0,0,2,2,0,0,0,314,1.0,315,1.0,0,0.0,55,60,76,0,0,0,
45,2005,8,8623,110,1,0,1,34,9.52,0.89,45.0,2,31.75,0,0,0,2,2,0,0,0,877,2.0,878,2.0,0,0.0,60,76,0,0,0,0,
41,2013,7,11504,0,0,1,1,28,9.52,0.71,24.0,3,19.05,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,2,28,9.52,0.71,24.0,3,19.05,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,5,28,9.52,0.71,24.0,3,19.05,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,10,28,9.52,0.71,24.0,3,19.05,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,25,28,9.52,0.71,24.0,3,19.05,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,50,28,9.52,0.71,24.0,3,19.05,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,100,28,9.52,0.71,24.0,3,19.05,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
41,2013,7,11504,0,0,1,250,28,9.52,0.71,24.0,3,19.05,0,0,0,1,1,0,0,0,1200,2.0,1207,2.0,0,0.0,0,0,0,0,0,0,
45,2013,11,11647,5,1,0,1,28,15.88,1.65,127.0,5,38.1,0,0,0,1,1,0,0,0,1202,1.0,1209,1.0,1225,1.0,0,0,0,0,0,0,
41,2013,12,11658,1,0,1,1,28,25.4,2.41,71.0,3,63.5,0,0,0,1,1,0,0,0,1204,1.0,1211,1.0,1220,1.0,0,0,0,0,0,0,
41,2013,12,11658,1,0,1,2,28,25.4,2.41,71.0,3,63.5,0,0,0,1,1,0,0,0,1204,1.0,1211,1.0,1220,1.0,0,0,0,0,0,0,
41,2013,12,11658,1,0,1,5,28,25.4,2.41,71.0,3,63.5,0,0,0,1,1,0,0,0,1204,1.0,1211,1.0,1220,1.0,0,0,0,0,0,0,
41,2013,12,11658,1,0,1,10,28,25.4,2.41,71.0,3,63.5,0,0,0,1,1,0,0,0,1204,1.0,1211,1.0,1220,1.0,0,0,0,0,0,0,
41,2013,12,11658,1,0,1,25,28,25.4,2.41,71.0,3,63.5,0,0,0,1,1,0,0,0,1204,1.0,1211,1.0,1220,1.0,0,0,0,0,0,0,
41,2013,12,11658,1,0,1,50,28,25.4,2.41,71.0,3,63.5,0,0,0,1,1,0,0,0,1204,1.0,1211,1.0,1220,1.0,0,0,0,0,0,0,
41,2013,12,11658,1,0,1,100,28,25.4,2.41,71.0,3,63.5,0,0,0,1,1,0,0,0,1204,1.0,1211,1.0,1220,1.0,0,0,0,0,0,0,
41,2013,12,11658,1,0,1,250,28,25.4,2.41,71.0,3,63.5,0,0,0,1,1,0,0,0,1204,1.0,1211,1.0,1220,1.0,0,0,0,0,0,0,
