tube_assembly_id,quantity,component_id_1_name,quantity_1,component_id_2_name,quantity_2,component_id_3_name,quantity_3,material_id,diameter,wall,length,num_bends,bend_radius,end_a_2x,end_x_2x,end_a,end_x,year,month,day,cost,supplier
TA-00025,1,57,2,0,0,0,0,2,9.52,0.71,65.0,3,31.75,0,0,1,1,2013,8,944,20.78198116,0
TA-00025,2,57,2,0,0,0,0,2,9.52,0.71,65.0,3,31.75,0,0,1,1,2013,8,944,11.21726212,0
TA-00025,5,57,2,0,0,0,0,2,9.52,0.71,65.0,3,31.75,0,0,1,1,2013,8,944,5.477874284,0
TA-00025,10,57,2,0,0,0,0,2,9.52,0.71,65.0,3,31.75,0,0,1,1,2013,8,944,3.566599712,0
TA-00025,25,57,2,0,0,0,0,2,9.52,0.71,65.0,3,31.75,0,0,1,1,2013,8,944,2.417609321,0
TA-00025,50,57,2,0,0,0,0,2,9.52,0.71,65.0,3,31.75,0,0,1,1,2013,8,944,2.103236648,0
TA-00025,100,57,2,0,0,0,0,2,9.52,0.71,65.0,3,31.75,0,0,1,1,2013,8,944,1.961351636,0
TA-00025,250,57,2,0,0,0,0,2,9.52,0.71,65.0,3,31.75,0,0,1,1,2013,8,944,1.877889864,0
TA-00028,5,13,1,0,0,0,0,5,12.7,1.65,104.0,3,127.0,0,0,0,4,2011,6,175,16.7090467,8
TA-00028,10,13,1,0,0,0,0,5,12.7,1.65,104.0,3,127.0,0,0,0,4,2011,6,175,10.1517335,8
TA-00034,1,1,1,0,0,0,0,5,25.4,1.65,55.0,2,50.8,0,0,0,6,2014,8,1315,94.02524997,8
TA-00034,6,1,1,0,0,0,0,5,25.4,1.65,55.0,2,50.8,0,0,0,6,2014,8,1315,22.66265308,8
TA-00034,10,1,1,0,0,0,0,5,25.4,1.65,55.0,2,50.8,0,0,0,6,2014,8,1315,16.9538679,8
TA-00034,20,1,1,0,0,0,0,5,25.4,1.65,55.0,2,50.8,0,0,0,6,2014,8,1315,11.67630186,8
TA-00034,50,1,1,0,0,0,0,5,25.4,1.65,55.0,2,50.8,0,0,0,6,2014,8,1315,8.969358402,8
TA-00052,1,13,2,45,1,50,1,0,25.4,1.65,96.0,1,63.5,0,0,0,0,2013,10,1005,29.55937749,0
TA-00052,2,13,2,45,1,50,1,0,25.4,1.65,96.0,1,63.5,0,0,0,0,2013,10,1005,17.69945972,0
TA-00052,5,13,2,45,1,50,1,0,25.4,1.65,96.0,1,63.5,0,0,0,0,2013,10,1005,10.58295265,0
TA-00052,10,13,2,45,1,50,1,0,25.4,1.65,96.0,1,63.5,0,0,0,0,2013,10,1005,8.209856279,0
TA-00052,25,13,2,45,1,50,1,0,25.4,1.65,96.0,1,63.5,0,0,0,0,2013,10,1005,6.7882241,0
TA-00052,50,13,2,45,1,50,1,0,25.4,1.65,96.0,1,63.5,0,0,0,0,2013,10,1005,6.379261419,0
TA-00052,100,13,2,45,1,50,1,0,25.4,1.65,96.0,1,63.5,0,0,0,0,2013,10,1005,6.192863462,0
TA-00052,250,13,2,45,1,50,1,0,25.4,1.65,96.0,1,63.5,0,0,0,0,2013,10,1005,6.0815811,0
TA-00056,1,58,1,58,1,16,1,0,15.88,1.65,128.0,5,38.1,0,0,0,0,2013,9,975,28.64686212,0
TA-00056,2,58,1,58,1,16,1,0,15.88,1.65,128.0,5,38.1,0,0,0,0,2013,9,975,16.78694435,0
TA-00056,5,58,1,58,1,16,1,0,15.88,1.65,128.0,5,38.1,0,0,0,0,2013,9,975,9.670437284,0
TA-00056,10,58,1,58,1,16,1,0,15.88,1.65,128.0,5,38.1,0,0,0,0,2013,9,975,7.300122967,0
TA-00056,25,58,1,58,1,16,1,0,15.88,1.65,128.0,5,38.1,0,0,0,0,2013,9,975,5.87570873,0
TA-00056,50,58,1,58,1,16,1,0,15.88,1.65,128.0,5,38.1,0,0,0,0,2013,9,975,5.469528107,0
TA-00056,100,58,1,58,1,16,1,0,15.88,1.65,128.0,5,38.1,0,0,0,0,2013,9,975,5.280348091,0
TA-00056,250,58,1,58,1,16,1,0,15.88,1.65,128.0,5,38.1,0,0,0,0,2013,9,975,5.169065729,0
TA-00058,2,56,2,0,0,0,0,3,6.35,0.71,50.0,6,19.05,0,0,1,1,2014,7,1306,11.91555894,2
TA-00058,4,56,2,0,0,0,0,3,6.35,0.71,50.0,6,19.05,0,0,1,1,2014,7,1306,8.646639551,2
TA-00058,6,56,2,0,0,0,0,3,6.35,0.71,50.0,6,19.05,0,0,1,1,2014,7,1306,7.227789432,2
TA-00058,8,56,2,0,0,0,0,3,6.35,0.71,50.0,6,19.05,0,0,1,1,2014,7,1306,6.451594954,2
TA-00061,1,56,2,0,0,0,0,2,6.35,0.71,107.0,3,19.05,0,0,1,1,2013,6,883,21.32170062,0
TA-00061,2,56,2,0,0,0,0,2,6.35,0.71,107.0,3,19.05,0,0,1,1,2013,6,883,11.75698158,0
TA-00061,5,56,2,0,0,0,0,2,6.35,0.71,107.0,3,19.05,0,0,1,1,2013,6,883,6.020375801,0
TA-00061,10,56,2,0,0,0,0,2,6.35,0.71,107.0,3,19.05,0,0,1,1,2013,6,883,4.106319169,0
TA-00061,25,56,2,0,0,0,0,2,6.35,0.71,107.0,3,19.05,0,0,1,1,2013,6,883,2.957328778,0
TA-00061,50,56,2,0,0,0,0,2,6.35,0.71,107.0,3,19.05,0,0,1,1,2013,6,883,2.642956105,0
TA-00061,100,56,2,0,0,0,0,2,6.35,0.71,107.0,3,19.05,0,0,1,1,2013,6,883,2.501071093,0
TA-00061,250,56,2,0,0,0,0,2,6.35,0.71,107.0,3,19.05,0,0,1,1,2013,6,883,2.417609321,0
TA-00076,1,56,2,0,0,0,0,2,6.35,0.71,218.0,7,19.05,0,0,1,1,2013,8,954,22.50685778,0
TA-00076,2,56,2,0,0,0,0,2,6.35,0.71,218.0,7,19.05,0,0,1,1,2013,8,954,12.94213874,0
TA-00076,5,56,2,0,0,0,0,2,6.35,0.71,218.0,7,19.05,0,0,1,1,2013,8,954,7.2027509,0
TA-00076,10,56,2,0,0,0,0,2,6.35,0.71,218.0,7,19.05,0,0,1,1,2013,8,954,5.291476327,0
TA-00076,25,56,2,0,0,0,0,2,6.35,0.71,218.0,7,19.05,0,0,1,1,2013,8,954,4.142485937,0
TA-00076,50,56,2,0,0,0,0,2,6.35,0.71,218.0,7,19.05,0,0,1,1,2013,8,954,3.825331204,0
TA-00076,100,56,2,0,0,0,0,2,6.35,0.71,218.0,7,19.05,0,0,1,1,2013,8,954,3.686228251,0
TA-00076,250,56,2,0,0,0,0,2,6.35,0.71,218.0,7,19.05,0,0,1,1,2013,8,954,3.59998442,0
TA-00077,3,56,2,0,0,0,0,4,21.7,2.8,92.0,4,55.0,0,0,3,3,2012,4,461,35.30432944,0
TA-00077,6,56,2,0,0,0,0,4,21.7,2.8,92.0,4,55.0,0,0,3,3,2012,4,461,23.1578596,0
TA-00077,9,56,2,0,0,0,0,4,21.7,2.8,92.0,4,55.0,0,0,3,3,2012,4,461,18.79280893,0
TA-00077,12,56,2,0,0,0,0,4,21.7,2.8,92.0,4,55.0,0,0,3,3,2012,4,461,16.2472249,0
TA-00078,1,56,2,0,0,0,0,2,6.35,0.71,133.0,4,19.05,0,0,1,1,2013,6,883,21.60547064,0
TA-00078,2,56,2,0,0,0,0,2,6.35,0.71,133.0,4,19.05,0,0,1,1,2013,6,883,12.0407516,0
TA-00078,5,56,2,0,0,0,0,2,6.35,0.71,133.0,4,19.05,0,0,1,1,2013,6,883,6.301363765,0
TA-00078,10,56,2,0,0,0,0,2,6.35,0.71,133.0,4,19.05,0,0,1,1,2013,6,883,4.387307134,0
TA-00078,25,56,2,0,0,0,0,2,6.35,0.71,133.0,4,19.05,0,0,1,1,2013,6,883,3.241098802,0
TA-00078,50,56,2,0,0,0,0,2,6.35,0.71,133.0,4,19.05,0,0,1,1,2013,6,883,2.923944069,0
TA-00078,100,56,2,0,0,0,0,2,6.35,0.71,133.0,4,19.05,0,0,1,1,2013,6,883,2.782059058,0
TA-00078,250,56,2,0,0,0,0,2,6.35,0.71,133.0,4,19.05,0,0,1,1,2013,6,883,2.698597286,0
TA-00080,1,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,8,954,21.53870122,0
TA-00080,2,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,8,954,11.97398218,0
TA-00080,5,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,8,954,6.234594348,0
TA-00080,10,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,8,954,4.320537716,0
TA-00080,25,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,8,954,3.174329385,0
TA-00080,50,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,8,954,2.857174652,0
TA-00080,100,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,8,954,2.718071699,0
TA-00080,250,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,8,954,2.631827868,0
TA-00082,1,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,8,954,21.49140622,0
TA-00082,2,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,8,954,11.92668718,0
TA-00082,5,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,8,954,6.187299344,0
TA-00082,10,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,8,954,4.273242712,0
TA-00082,25,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,8,954,3.127034381,0
TA-00082,50,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,8,954,2.809879648,0
TA-00082,100,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,8,954,2.667994636,0
TA-00082,250,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,8,954,2.584532864,0
TA-00083,1,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,6,883,21.49140622,0
TA-00083,2,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,6,883,11.92668718,0
TA-00083,5,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,6,883,6.187299344,0
TA-00083,10,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,6,883,4.273242712,0
TA-00083,25,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,6,883,3.127034381,0
TA-00083,50,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,6,883,2.809879648,0
TA-00083,100,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,6,883,2.667994636,0
TA-00083,250,56,2,0,0,0,0,2,6.35,0.71,103.0,6,19.05,0,0,1,1,2013,6,883,2.584532864,0
TA-00084,1,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,8,954,21.59712446,0
TA-00084,2,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,8,954,12.03240542,0
TA-00084,5,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,8,954,6.293017588,0
TA-00084,10,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,8,954,4.378960957,0
TA-00084,25,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,8,954,3.232752625,0
TA-00084,50,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,8,954,2.915597892,0
TA-00084,100,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,8,954,2.77371288,0
TA-00084,250,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,8,954,2.690251109,0
TA-00085,1,56,2,0,0,0,0,2,6.35,0.71,128.0,4,19.05,0,0,1,1,2013,6,883,21.56373976,0
TA-00085,2,56,2,0,0,0,0,2,6.35,0.71,128.0,4,19.05,0,0,1,1,2013,6,883,11.99902072,0
TA-00085,5,56,2,0,0,0,0,2,6.35,0.71,128.0,4,19.05,0,0,1,1,2013,6,883,6.259632879,0
TA-00085,10,56,2,0,0,0,0,2,6.35,0.71,128.0,4,19.05,0,0,1,1,2013,6,883,4.345576248,0
TA-00085,25,56,2,0,0,0,0,2,6.35,0.71,128.0,4,19.05,0,0,1,1,2013,6,883,3.199367916,0
TA-00085,50,56,2,0,0,0,0,2,6.35,0.71,128.0,4,19.05,0,0,1,1,2013,6,883,2.882213184,0
TA-00085,100,56,2,0,0,0,0,2,6.35,0.71,128.0,4,19.05,0,0,1,1,2013,6,883,2.743110231,0
TA-00085,250,56,2,0,0,0,0,2,6.35,0.71,128.0,4,19.05,0,0,1,1,2013,6,883,2.6568664,0
TA-00086,1,56,2,0,0,0,0,2,6.35,0.71,83.0,4,19.05,0,0,1,1,2013,8,954,21.19094384,0
TA-00086,2,56,2,0,0,0,0,2,6.35,0.71,83.0,4,19.05,0,0,1,1,2013,8,954,11.6262248,0
TA-00086,5,56,2,0,0,0,0,2,6.35,0.71,83.0,4,19.05,0,0,1,1,2013,8,954,5.886836966,0
TA-00086,10,56,2,0,0,0,0,2,6.35,0.71,83.0,4,19.05,0,0,1,1,2013,8,954,3.975562393,0
TA-00086,25,56,2,0,0,0,0,2,6.35,0.71,83.0,4,19.05,0,0,1,1,2013,8,954,2.826572002,0
TA-00086,50,56,2,0,0,0,0,2,6.35,0.71,83.0,4,19.05,0,0,1,1,2013,8,954,2.512199329,0
TA-00086,100,56,2,0,0,0,0,2,6.35,0.71,83.0,4,19.05,0,0,1,1,2013,8,954,2.370314317,0
TA-00086,250,56,2,0,0,0,0,2,6.35,0.71,83.0,4,19.05,0,0,1,1,2013,8,954,2.286852545,0
TA-00087,1,56,2,0,0,0,0,2,6.35,0.71,86.0,4,19.05,0,0,1,1,2013,6,883,21.21598237,0
TA-00087,2,56,2,0,0,0,0,2,6.35,0.71,86.0,4,19.05,0,0,1,1,2013,6,883,11.65126333,0
TA-00087,5,56,2,0,0,0,0,2,6.35,0.71,86.0,4,19.05,0,0,1,1,2013,6,883,5.911875497,0
TA-00087,10,56,2,0,0,0,0,2,6.35,0.71,86.0,4,19.05,0,0,1,1,2013,6,883,4.000600925,0
TA-00087,25,56,2,0,0,0,0,2,6.35,0.71,86.0,4,19.05,0,0,1,1,2013,6,883,2.851610534,0
TA-00087,50,56,2,0,0,0,0,2,6.35,0.71,86.0,4,19.05,0,0,1,1,2013,6,883,2.53723786,0
TA-00087,100,56,2,0,0,0,0,2,6.35,0.71,86.0,4,19.05,0,0,1,1,2013,6,883,2.395352849,0
TA-00087,250,56,2,0,0,0,0,2,6.35,0.71,86.0,4,19.05,0,0,1,1,2013,6,883,2.309109018,0
TA-00091,1,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,6,883,21.53870122,0
TA-00091,2,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,6,883,11.97398218,0
TA-00091,5,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,6,883,6.234594348,0
TA-00091,10,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,6,883,4.320537716,0
TA-00091,25,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,6,883,3.174329385,0
TA-00091,50,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,6,883,2.857174652,0
TA-00091,100,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,6,883,2.718071699,0
TA-00091,250,56,2,0,0,0,0,2,6.35,0.71,125.0,4,19.05,0,0,1,1,2013,6,883,2.631827868,0
TA-00092,1,56,2,0,0,0,0,2,6.35,0.71,129.0,4,19.05,0,0,1,1,2013,6,883,21.57208593,0
TA-00092,2,56,2,0,0,0,0,2,6.35,0.71,129.0,4,19.05,0,0,1,1,2013,6,883,12.00736689,0
TA-00092,5,56,2,0,0,0,0,2,6.35,0.71,129.0,4,19.05,0,0,1,1,2013,6,883,6.267979057,0
TA-00092,10,56,2,0,0,0,0,2,6.35,0.71,129.0,4,19.05,0,0,1,1,2013,6,883,4.353922425,0
TA-00092,25,56,2,0,0,0,0,2,6.35,0.71,129.0,4,19.05,0,0,1,1,2013,6,883,3.207714093,0
TA-00092,50,56,2,0,0,0,0,2,6.35,0.71,129.0,4,19.05,0,0,1,1,2013,6,883,2.890559361,0
TA-00092,100,56,2,0,0,0,0,2,6.35,0.71,129.0,4,19.05,0,0,1,1,2013,6,883,2.751456408,0
TA-00092,250,56,2,0,0,0,0,2,6.35,0.71,129.0,4,19.05,0,0,1,1,2013,6,883,2.665212577,0
TA-00093,1,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,6,883,21.59712446,0
TA-00093,2,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,6,883,12.03240542,0
TA-00093,5,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,6,883,6.293017588,0
TA-00093,10,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,6,883,4.378960957,0
TA-00093,25,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,6,883,3.232752625,0
TA-00093,50,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,6,883,2.915597892,0
TA-00093,100,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,6,883,2.77371288,0
TA-00093,250,56,2,0,0,0,0,2,6.35,0.71,132.0,4,19.05,0,0,1,1,2013,6,883,2.690251109,0
TA-00096,1,56,2,0,0,0,0,2,6.35,0.71,106.0,4,19.05,0,0,1,1,2013,6,883,21.38012386,0
TA-00096,2,56,2,0,0,0,0,2,6.35,0.71,106.0,4,19.05,0,0,1,1,2013,6,883,11.81540482,0
TA-00096,5,56,2,0,0,0,0,2,6.35,0.71,106.0,4,19.05,0,0,1,1,2013,6,883,6.078799041,0
TA-00096,10,56,2,0,0,0,0,2,6.35,0.71,106.0,4,19.05,0,0,1,1,2013,6,883,4.164742409,0
TA-00096,25,56,2,0,0,0,0,2,6.35,0.71,106.0,4,19.05,0,0,1,1,2013,6,883,3.018534077,0
TA-00096,50,56,2,0,0,0,0,2,6.35,0.71,106.0,4,19.05,0,0,1,1,2013,6,883,2.701379345,0
TA-00096,100,56,2,0,0,0,0,2,6.35,0.71,106.0,4,19.05,0,0,1,1,2013,6,883,2.559494333,0
TA-00096,250,56,2,0,0,0,0,2,6.35,0.71,106.0,4,19.05,0,0,1,1,2013,6,883,2.476032561,0
TA-00099,1,13,1,0,0,0,0,0,22.22,3.05,182.0,5,50.8,0,0,4,4,2013,10,1005,27.34207642,0
TA-00099,2,13,1,0,0,0,0,0,22.22,3.05,182.0,5,50.8,0,0,4,4,2013,10,1005,17.15139409,0
TA-00099,5,13,1,0,0,0,0,0,22.22,3.05,182.0,5,50.8,0,0,4,4,2013,10,1005,11.03642828,0
TA-00099,10,13,1,0,0,0,0,0,22.22,3.05,182.0,5,50.8,0,0,4,4,2013,10,1005,8.999961051,0
TA-00099,25,13,1,0,0,0,0,0,22.22,3.05,182.0,5,50.8,0,0,4,4,2013,10,1005,7.775855066,0
TA-00099,50,13,1,0,0,0,0,0,22.22,3.05,182.0,5,50.8,0,0,4,4,2013,10,1005,7.436443861,0
TA-00099,100,13,1,0,0,0,0,0,22.22,3.05,182.0,5,50.8,0,0,4,4,2013,10,1005,7.280648554,0
TA-00099,250,13,1,0,0,0,0,0,22.22,3.05,182.0,5,50.8,0,0,4,4,2013,10,1005,7.188840605,0
TA-00104,1,58,2,58,2,0,0,5,12.7,0.89,68.0,2,25.4,0,1,0,0,2013,2,769,29.48704395,1
TA-00104,6,58,2,58,2,0,0,5,12.7,0.89,68.0,2,25.4,0,1,0,0,2013,2,769,7.931650373,1
TA-00104,20,58,2,58,2,0,0,5,12.7,0.89,68.0,2,25.4,0,1,0,0,2013,2,769,3.953305921,1
TA-00105,2,40,1,0,0,0,0,0,41.28,1.65,83.0,2,101.6,0,0,3,3,2012,1,391,107.8381732,0
TA-00105,4,40,1,0,0,0,0,0,41.28,1.65,83.0,2,101.6,0,0,3,3,2012,1,391,61.96480139,0
TA-00105,6,40,1,0,0,0,0,0,41.28,1.65,83.0,2,101.6,0,0,3,3,2012,1,391,46.42700155,0
TA-00105,8,40,1,0,0,0,0,0,41.28,1.65,83.0,2,101.6,0,0,3,3,2012,1,391,38.8403265,0
TA-00105,10,40,1,0,0,0,0,0,41.28,1.65,83.0,2,101.6,0,0,3,3,2012,1,391,34.28887788,0
TA-00107,2,1,1,1,1,1,1,1,15.88,1.65,138.0,7,38.1,0,0,2,0,2012,7,558,23.5584761,2
TA-00107,4,1,1,1,1,1,1,1,15.88,1.65,138.0,7,38.1,0,0,2,0,2012,7,558,20.61505762,2
TA-00107,6,1,1,1,1,1,1,1,15.88,1.65,138.0,7,38.1,0,0,2,0,2012,7,558,18.84566806,2
